ID,Site,Stratigraphic_unit,Raw_material,Class,Blank,Technology,Core_classification,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,File_list,Model_unit,#_of_polygons,Avg_edge_length(mm)/Resolution,Resolution_score,Scanner,Scan_software,Postprocessing_software,Coating
RF.c_221,Fumane,D3b,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,4594.540527,1686.019823,29.20000076,24.89999962,23.89999962,RF.c_221.ply,1 unit = 1mm,800000,0.075697,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_222,Fumane,D3d.base,Scaglia.Variegata,Core,Other,Other,Initial,33-66%,Other,20397.72461,5046.869744,56.59999847,26.10000038,32.79999924,RF.c_222.ply,1 unit = 1mm,500002,0.161304,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_223,Fumane,D3b,Maiolica,Core-Tool,Flake,Other,Carinated,1-33%,Other,8201.235352,2779.681435,28.89999962,34.86999893,46.90000153,RF.c_223.ply,1 unit = 1mm,800000,0.095329,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_224,Fumane,D3b,Maiolica,Core,Other,Other,Initial,0%,Other,10665.99316,3109.138404,38.5,19.39999962,32.79999924,RF.c_224.ply,1 unit = 1mm,500002,0.125576,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_225,Fumane,D3b.alpha,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,112223.8516,17424.54611,121.2,32.6,74.2,RF.c_225.ply,1 unit = 1mm,1200000,0.196091,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_226,Fumane,D6,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,12260.80176,3146.291197,36,34.79999924,23.5,RF.c_226.ply,1 unit = 1mm,1000000,0.089496,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_227,Fumane,D3b,Maiolica,Core,Other,Other,Semicircumferential,0%,Other,18265.81445,4163.746356,49.5,36.29999924,24.10000038,RF.c_227.ply,1 unit = 1mm,1000000,0.103375,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_23,Fumane,A1,Other,Core,Other,Other,Multi-platform,0%,Other,12734.41211,3574.086685,41.40000153,49,18.20000076,RF.c_23.ply,1 unit = 1mm,399726,0.153712,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_231,Fumane,D3d.base,Scaglia.Variegata,Core,Other,Other,Semicircumferential,0%,Other,6070.680176,1977.929467,33,27.20000076,18.5,RF.c_231.ply,1 unit = 1mm,700000,0.0867,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_234,Fumane,D3d,Maiolica,Core,Other,Other,Initial,1-33%,Other,39664.30078,6912.715392,52.79999924,30.20000076,67.90000153,RF.c_234.ply,1 unit = 1mm,1200000,0.122375,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_235,Fumane,D3b.alpha,Maiolica,Core,Other,Other,Initial,66-99%,Other,24760.93359,5038.300936,52,41.79999924,27.89999962,RF.c_235.ply,1 unit = 1mm,1200000,0.104782,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_236,Fumane,D1c,Maiolica,Core,Other,Other,Wide-faced,33-66%,Other,31448.9043,6060.052847,58.59999847,41.70000076,26.39999962,RF.c_236.ply,1 unit = 1mm,174760,0.30402,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_237,Fumane,D6,Maiolica,Core-Tool,Other,Other,Carinated,0%,Other,18688.33203,4403.360872,34.5,34,51.29999924,RF.c_237.ply,1 unit = 1mm,1000000,0.107446,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_24,Fumane,A1,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,18711.28125,4168.643649,40,29.60000038,42.70000076,RF.c_24.ply,1 unit = 1mm,489652,0.151067,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_241,Fumane,D3b.alpha,Maiolica,Core,Other,Other,Initial,33-66%,Other,21386.95898,4944.057103,63,34.90000153,23.79999924,RF.c_241.ply,1 unit = 1mm,1200000,0.103492,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_242,Fumane,D3b,Maiolica,Core,Other,Other,Multi-platform,0%,Other,9443.920898,2786.911314,38.79999924,25.89999962,28.89999962,RF.c_242.ply,1 unit = 1mm,1000000,0.085639,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_243,Fumane,D3d.base,Scaglia.Variegata,Core-Tool,Flake,Other,Carinated,33-66%,Other,5512.779785,2107.730375,28.60000038,14.30000019,37,RF.c_243.ply,1 unit = 1mm,800000,0.084194,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_246,Fumane,D1d,Scaglia.Rossa,Core,Other,Other,Semicircumferential,1-33%,Other,35146.01563,6355.744447,55.40000153,32.90000153,50.29999924,RF.c_246.ply,1 unit = 1mm,182412,0.304135,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_25,Fumane,A1,Scaglia.Variegata,Core,Other,Other,Multi-platform,0%,Other,11337.68457,3003.26348,27.79999924,38.90000153,27,RF.c_25.ply,1 unit = 1mm,352426,0.151288,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_250,Fumane,D6,Maiolica,Core-Tool,Other,Other,Carinated,1-33%,Other,31224.91016,5829.180929,35,48.29999924,42.79999924,RF.c_250.ply,1 unit = 1mm,1200000,0.111699,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_251,Fumane,D3b,Scaglia.Rossa,Core,Other,Other,Wide-faced,1-33%,Other,44249.35547,8395.21975,60.90000153,59.09999847,27.70000076,RF.c_251.ply,1 unit = 1mm,1200000,0.136002,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_252,Fumane,D3b,Maiolica,Core,Other,Other,Initial,66-99%,Other,73772.28125,9997.641401,65,36.5,55.59999847,RF.c_252.ply,1 unit = 1mm,1200000,0.146387,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_253,Fumane,D6,Scaglia.Rossa,Core,Other,Other,Semicircumferential,33-66%,Other,23590.06445,4823.092744,45.79999924,38.90000153,25.20000076,RF.c_253.ply,1 unit = 1mm,1200000,0.102523,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_254,Fumane,D6,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,20558.93164,4558.759655,50.20000076,35.20000076,42.90000153,RF.c_254.ply,1 unit = 1mm,1200000,0.10009,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_255,Fumane,D6,Maiolica,Core,Other,Other,Semicircumferential,0%,Other,67552.08594,9373.440244,57.79999924,51,63.20000076,RF.c_255.ply,1 unit = 1mm,1200000,0.142579,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_258,Fumane,D3+D6,Maiolica,Core,Other,Other,Semicircumferential,33-66%,Other,10725.62207,2723.84364,28.70000076,28.70000076,29,RF.c_258.ply,1 unit = 1mm,900000,0.089945,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_259,Fumane,D3b,Maiolica,Core,Other,Other,Initial,33-66%,Other,29170.92383,5909.606423,60.79999924,52.90000153,25,RF.c_259.ply,1 unit = 1mm,500000,0.175201,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_26,Fumane,A2,Maiolica,Core,Other,Other,Tested,66-99%,Other,167605.3438,19421.81348,111.9000015,67.69999695,45.29999924,RF.c_26.ply,1 unit = 1mm,500046,0.318079,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_260,Fumane,D3b,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,33079.84375,6395.225945,48,40.59999847,52.59999847,RF.c_260.ply,1 unit = 1mm,1200000,0.117868,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_261,Fumane,D3b,Maiolica,Core,Other,Other,Semicircumferential,0%,Other,20760.7793,4683.904848,38.70000076,41.09999847,29.70000076,RF.c_261.ply,1 unit = 1mm,1200000,0.100745,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_263,Fumane,D3+D6,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,31291.44141,6284.43942,52.79999924,42.40000153,33.59999847,RF.c_263.ply,1 unit = 1mm,1200000,0.116292,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_266,Fumane,D6,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,13908.33398,3738.35362,44.09999847,38.40000153,21.60000038,RF.c_266.ply,1 unit = 1mm,900000,0.104836,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_268,Fumane,D6,Maiolica,Core,Other,Other,Multi-platform,0%,Other,36197.90625,7951.295672,55,48,77,RF.c_268.ply,1 unit = 1mm,1000000,0.144038,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_269,Fumane,D6,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,36632.32813,6594.620355,44,43.09999847,50.79999924,RF.c_269.ply,1 unit = 1mm,700000,0.158131,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_27,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,66-99%,Other,141272.1719,16536.13695,116.0999985,68,60,RF.c_27.ply,1 unit = 1mm,500014,0.294519,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_273,Fumane,D1c+D1d,Maiolica,Core,Other,Other,Narrow-sided,33-66%,Other,28012.69141,5670.70258,57.8,25.4,31.9,RF.c_273.ply,1 unit = 1mm,162328,0.304592,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_28,Fumane,A2,Maiolica,Core,Other,Other,Tested,66-99%,Other,61286.82422,10795.48294,95,65,30,RF.c_28.ply,1 unit = 1mm,500016,0.237047,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_283,Fumane,D1c,Maiolica,Core,Other,Other,Flake core,1-33%,Other,78365.03906,11260.37206,72.5,68,34,RF.c_283.ply,1 unit = 1mm,200000,0.377671,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_289,Fumane,D3b,Scaglia.Rossa,Core,Other,Other,Multi-platform,1-33%,Other,2949.557129,1252.94111,21.2,14.5,16.9,RF.c_289.ply,1 unit = 1mm,300000,0.104265,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_29,Fumane,A2,Maiolica,Core,Other,Other,Tested,66-99%,Other,25819.76367,6283.620867,63.70000076,47,19.70000076,RF.c_29.ply,1 unit = 1mm,500006,0.181431,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_292,Fumane,D1f,Maiolica,Core,Other,Other,Flake core,33-66%,Other,16175.9375,3843.410198,41.2,46.1,23,RF.c_292.ply,1 unit = 1mm,111806,0.303406,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_294,Fumane,D3d.base,Scaglia.Rossa,Core,Other,Other,Multi-platform,1-33%,Other,19906.9375,4641.780772,45,32,25.1,RF.c_294.ply,1 unit = 1mm,800000,0.124315,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_30,Fumane,A2.internal,Maiolica,Core,Other,Other,Initial,33-66%,Other,93038.63281,12847.44693,55.59999847,92.5,43.29999924,RF.c_30.ply,1 unit = 1mm,500000,0.259918,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_300,Fumane,D1d+D1e,Undetermined,Core,Other,Other,Narrow-sided,1-33%,Other,8882.241211,2417.226394,36.20000076,19.3,22.4,RF.c_300.ply,1 unit = 1mm,68284,0.306406,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_302,Fumane,D1c,Scaglia.Rossa,Core,Other,Other,Flake core,33-66%,Other,13451.58789,3687.238209,47.5,37.6,17.8,RF.c_302.ply,1 unit = 1mm,108636,0.301161,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_303,Fumane,D6,Scaglia.Rossa,Core-Tool,Other,Other,Carinated,0%,Other,11655.67871,3241.897616,27.10000038,34.6,41.2,RF.c_303.ply,1 unit = 1mm,800000,0.104126,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_308,Fumane,D1,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,10068.94922,3288.843117,52.70000076,23.1,36.3,RF.c_308.ply,1 unit = 1mm,94022,0.305638,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_31,Fumane,A2,Maiolica,Core,Other,Other,Initial,1-33%,Other,146608.1406,16840.87946,74.40000153,54.3,66.7,RF.c_31.ply,1 unit = 1mm,500012,0.29609,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_312,Fumane,D6,Maiolica,Core,Other,Other,Semicircumferential,0%,Other,26323.96875,5710.480213,45.7,45.6,28.7,RF.c_312.ply,1 unit = 1mm,1000000,0.122887,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_313,Fumane,D6,Maiolica,Core,Other,Other,Initial,33-66%,Other,28353.05273,5895.516084,30.5,58.8,42.8,RF.c_313.ply,1 unit = 1mm,1000000,0.125316,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_314,Fumane,D6,Maiolica,Core,Other,Other,Shatter,33-66%,Other,13601.30273,4094.051379,55.6,36.7,29,RF.c_314.ply,1 unit = 1mm,1000000,0.102944,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_315,Fumane,D3d.base,Maiolica,Core,Other,Other,Initial,1-33%,Other,9895.991211,2990.647853,31,23.29999924,39.70000076,RF.c_315.ply,1 unit = 1mm,300000,0.159366,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_316,Fumane,D3d.base,Maiolica,Core,Other,Other,Initial,0%,Other,4841.54834,1813.712525,19.10000038,14.60000038,37.29999924,RF.c_316.ply,1 unit = 1mm,300000,0.123976,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_317,Fumane,D3b,Maiolica,Core,Other,Other,Initial,0%,Other,7748.180664,2564.575676,37.09999847,18.60000038,21,RF.c_317.ply,1 unit = 1mm,300000,0.147373,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_318,Fumane,D1d,Maiolica,Core,Other,Other,Wide-faced,0%,Other,17913.66211,5018.940364,52,48.29999924,18.60000038,RF.c_318.ply,1 unit = 1mm,100000,0.359283,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_33,Fumane,A2,Maiolica,Core,Other,Other,Tested,1-33%,Other,54821.19141,9015.341545,69,47,48,RF.c_33.ply,1 unit = 1mm,500014,0.21733,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_34,Fumane,A2,Scaglia.Variegata,Core,Other,Other,Initial,66-99%,Other,66815.59375,10722.12641,67.30000305,35,70,RF.c_34.ply,1 unit = 1mm,500012,0.236057,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_35,Fumane,A2.internal,Maiolica,Core,Other,Other,Tested,33-66%,Other,105553.9922,13693.72956,47.40000153,84.09999847,53.20000076,RF.c_35.ply,1 unit = 1mm,500007,0.265135,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_36,Fumane,A2.internal,Maiolica,Core,Other,Other,Wide-faced,0%,Other,10990.63379,2868.961044,37.29999924,30.29999924,21.39999962,RF.c_36.ply,1 unit = 1mm,339812,0.150614,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_37,Fumane,A2,Maiolica,Core,Other,Other,Wide-faced,0%,Other,32886.20313,6627.417506,47.09999847,61.5,21,RF.c_37.ply,1 unit = 1mm,76532,0.459356,Low-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_38,Fumane,A1,Maiolica,Core,Other,Other,Multi-platform,0%,Other,7439.230469,2311.754573,29.60000038,30.70000076,23.20000076,RF.c_38.ply,1 unit = 1mm,252206,0.155049,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_39,Fumane,A1,Maiolica,Core,Other,Other,Multi-platform,1-33%,Other,18531.71289,4417.19842,41.40000153,45.5,21,RF.c_39.ply,1 unit = 1mm,515612,0.151437,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_40,Fumane,A2,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,42271.98047,7585.507339,58.20000076,33.59999847,67.90000153,RF.c_40.ply,1 unit = 1mm,897446,0.150823,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_41,Fumane,A2.internal,Maiolica,Core,Other,Other,Narrow-sided,66-99%,Other,23893.23242,4873.450854,55.20000076,37.90000153,44.40000153,RF.c_41.ply,1 unit = 1mm,565820,0.151869,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_42,Fumane,A1,Maiolica,Core-Tool,Other,Other,Carinated,33-66%,Other,31210.86719,6109.6239,34.90000153,48.20000076,54,RF.c_42.ply,1 unit = 1mm,600000,0.162157,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_43,Fumane,A1,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,42326.77344,7143.289088,48.40000153,36.09999847,38.20000076,RF.c_43.ply,1 unit = 1mm,788462,0.154837,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_44,Fumane,A1,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,14759.75586,3591.239359,43.59999847,27.70000076,27.79999924,RF.c_44.ply,1 unit = 1mm,406086,0.153609,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_45,Fumane,A2.internal,Maiolica,Core,Other,Other,Semicircumferential,1-33%,Other,12671.07422,3020.519463,32.90000153,25.70000076,39.59999847,RF.c_45.ply,1 unit = 1mm,359756,0.151146,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_46,Fumane,A2.internal,Maiolica,Core,Other,Other,Wide-faced,0%,Other,14560.2627,3882.471855,44.59999847,37.59999847,21,RF.c_46.ply,1 unit = 1mm,468986,0.150005,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_47,Fumane,A2.internal,Maiolica,Core,Other,Other,Multi-platform,0%,Other,12520.41309,3327.703885,43.70000076,30.20000076,27.79999924,RF.c_47.ply,1 unit = 1mm,388014,0.152055,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_48,Fumane,A1,Scaglia.Variegata,Core,Other,Other,Semicircumferential,1-33%,Other,16427.12109,3692.726303,33,38.20000076,37.79999924,RF.c_48.ply,1 unit = 1mm,440952,0.150915,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_49,Fumane,A2.internal,Maiolica,Core,Other,Other,Multi-platform,0%,Other,20642.49414,4339.146848,40.29999924,24.60000038,41.09999847,RF.c_49.ply,1 unit = 1mm,501952,0.151625,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_50,Fumane,A2.internal,Maiolica,Core-Tool,Flake,Other,Carinated,0%,Other,4993.699219,1870.911398,20.70000076,29.39999962,29.5,RF.c_50.ply,1 unit = 1mm,589996,0.092591,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_51,Fumane,A2,Maiolica,Core,Other,Other,Wide-faced,1-33%,Other,4477.902344,1807.07952,34.40000153,23.5,12.80000019,RF.c_51.ply,1 unit = 1mm,599660,0.089967,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_52,Fumane,A1,Maiolica,Core,Other,Other,Narrow-sided,0%,Other,15726.96582,3965.418841,44.40000153,21.70000076,34.09999847,RF.c_52.ply,1 unit = 1mm,472904,0.150454,Moderate-detail,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_53,Fumane,A2,Maiolica,Core-Tool,Undetermined,Other,Carinated,1-33%,Other,13916.25098,3534.561932,30.60000038,39.59999847,35.20000076,RF.c_53.ply,1 unit = 1mm,1000000,0.096826,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_54,Fumane,A2.internal,Maiolica,Core,Other,Other,Narrow-sided,0%,Other,16007.22656,3948.280008,44.40000153,32.09999847,36,RF.c_54.ply,1 unit = 1mm,1000000,0.101075,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_55,Fumane,A2.internal,Maiolica,Core-Tool,Flake,Other,Carinated,1-33%,Other,16083.49414,4058.507048,23.5,42.90000153,41.90000153,RF.c_55.ply,1 unit = 1mm,1000000,0.103568,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_56,Fumane,A2,Maiolica,Core,Other,Other,Narrow-sided,1-33%,Other,20771.47266,4532.99764,46.5,34.20000076,39.40000153,RF.c_56.ply,1 unit = 1mm,1000000,0.108605,Detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
RF.c_57,Fumane,A2.internal,Scaglia.Variegata,Core,Other,Other,Multi-platform,33-66%,Other,16784.9082,3784.982492,56.29999924,32.40000153,41,RF.c_57.ply,1 unit = 1mm,1000000,0.099568,Ultra-detailed,Artec.Spider-1,Artec Studio Professional v.15.0,Artec Studio Professional v.17.0,No
